ZCTA5 12575,126754,21698
ZCTA5 12577,96427,20296
ZCTA5 12578,99480,16202
ZCTA5 12580,102268,17600
ZCTA5 12581,99828,24805
ZCTA5 12582,116443,15025
ZCTA5 12583,73377,10225
ZCTA5 12585,125650,28643
ZCTA5 12586,78466,5991
ZCTA5 12589,91597,6590
ZCTA5 12590,92013,3851
ZCTA5 12592,73309,13148
ZCTA5 12594,83286,8577
ZCTA5 12601,60801,3181
ZCTA5 12603,91249,3915
ZCTA5 12604,N,N
ZCTA5 12701,42450,4127
ZCTA5 12719,79660,20145
ZCTA5 12720,73930,25225
ZCTA5 12721,70774,7199
ZCTA5 12722,58445,57785
ZCTA5 12723,70359,9741
ZCTA5 12724,68498,18506
ZCTA5 12725,65111,23081
ZCTA5 12726,71595,8920
ZCTA5 12729,75716,21850
ZCTA5 12732,64422,20853
ZCTA5 12733,45640,13776
ZCTA5 12734,64725,21194
ZCTA5 12736,48843,13959
ZCTA5 12737,69365,8314
ZCTA5 12738,111996,53861
ZCTA5 12740,67434,7877
ZCTA5 12741,60303,12264
ZCTA5 12742,53203,20624
ZCTA5 12743,69608,15563
ZCTA5 12745,82911,34695
ZCTA5 12746,80456,13872
ZCTA5 12747,61511,11153
ZCTA5 12748,84333,25945
ZCTA5 12749,51774,15796
ZCTA5 12750,83875,50224
ZCTA5 12751,44172,11150
ZCTA5 12752,67283,17695
ZCTA5 12754,59316,8526
ZCTA5 12758,67606,11634
ZCTA5 12759,46767,8999
ZCTA5 12760,89256,38588
ZCTA5 12762,57339,23692
ZCTA5 12763,71030,15130
ZCTA5 12764,73210,10105
ZCTA5 12765,81772,25242
ZCTA5 12766,74122,11689
ZCTA5 12767,92322,42701
ZCTA5 12768,54117,12300
ZCTA5 12769,61155,33927
ZCTA5 12770,90549,49841
ZCTA5 12771,63176,5409
ZCTA5 12775,87736,11436
ZCTA5 12776,67100,11623
ZCTA5 12777,101975,19639
ZCTA5 12778,52193,19325
ZCTA5 12779,51336,10893
ZCTA5 12780,47430,7612
ZCTA5 12781,58357,17832
