GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
8600000US10010,10010,ZCTA5 10010,16019,709,150684,10834,80.9,2.7,163529,12340,31.1,3.0,27601,9450,19.7,2.4,17997,1364,4.2,2.3,9118,1509,2.3,1.4,1583,601,11.2,1.7,36950,6993,4582,469,220565,25904,12.2,4.2,106253,61949,26.0,5.5,154025,28366,49.5,5.8,298784,39849,9.8,4.6,132372,71823,0.8,0.9,620232,295440,1.7,1.3,91531,31682,30708,1550,81938,5656,72.4,3.5,85723,6831,6.5,1.5,46971,23953,0.5,0.6,15217,11763,15.3,2.5,96156,16808,0.0,0.1,-,**,2.7,1.3,36486,10855,2.6,1.1,40306,16373,10.9,2.5,44509,16970,65.4,3.4,90986,7061,21.6,(X),(X),(X),25.2,(X),(X),(X),26.0,(X),(X),(X)
8600000US10011,10011,ZCTA5 10011,29921,738,193307,13147,84.5,1.5,196497,14334,37.4,2.5,48637,10922,18.6,1.6,18561,952,3.0,0.8,9165,1644,1.3,0.5,3145,1058,9.8,1.1,35067,6454,8564,705,304041,36771,6.7,2.2,131678,88813,28.5,4.8,291272,76939,52.4,4.7,357121,51288,7.8,3.1,171769,83943,3.3,1.6,325679,194639,1.4,1.2,69166,31512,52941,1710,111064,7335,79.3,2.3,122936,9091,3.8,1.0,33528,10597,0.5,0.4,11793,7352,10.3,1.8,91313,21061,0.0,0.1,-,**,2.5,0.9,22253,10317,3.7,0.9,62517,32325,9.9,1.6,57325,13966,72.5,2.1,127744,9626,23.0,(X),(X),(X),28.7,(X),(X),(X),22.4,(X),(X),(X)
8600000US10012,10012,ZCTA5 10012,12874,496,141594,10317,86.2,2.0,144485,11111,31.3,3.2,31568,10332,16.8,2.0,17124,1474,1.9,0.9,9121,3061,0.8,0.5,6663,3883,7.5,1.6,34924,10439,3437,337,209948,25783,12.2,3.7,51086,21924,29.9,5.4,155925,35243,43.1,5.9,270275,32604,6.0,3.2,181867,106180,7.3,3.4,376972,125602,1.5,1.4,153082,191466,24846,1383,77712,5669,76.0,2.7,85424,6640,2.4,0.8,46924,19293,0.1,0.2,17668,35510,15.1,2.3,52820,11770,0.2,0.3,N,N,2.6,1.2,37251,20023,3.6,1.2,73059,40229,6.0,1.3,45713,9914,72.1,2.8,87559,6860,23.3,(X),(X),(X),34.7,(X),(X),(X),21.1,(X),(X),(X)
8600000US10013,10013,ZCTA5 10013,11501,472,220757,21570,82.5,2.2,226647,17878,35.4,2.5,76147,28098,22.5,2.6,14167,1493,6.5,1.6,7320,1392,1.7,0.9,3526,1518,7.1,1.6,22031,6384,5689,391,283860,35394,12.6,2.8,86673,69043,37.7,5.1,206286,41677,38.8,5.0,445390,70890,5.6,2.4,94914,22659,3.8,1.6,362240,190409,1.6,1.2,212487,54852,26937,1279,96781,9701,56.3,3.1,128439,12314,4.2,1.2,23927,8087,0.1,0.1,9215,15284,33.6,3.0,57684,20454,0.0,0.1,N,N,1.2,0.8,98498,68906,4.5,1.5,62866,35189,6.8,1.9,54596,15840,51.8,3.3,133668,12821,30.5,(X),(X),(X),37.2,(X),(X),(X),27.0,(X),(X),(X)
8600000US10014,10014,ZCTA5 10014,18964,614,175237,11316,86.8,1.8,176533,11598,35.5,3.2,39492,10330,16.4,1.5,18962,1131,1.5,0.7,10793,2696,0.7,0.5,5066,3521,8.8,1.6,29135,6777,4865,417,274457,28187,9.1,3.0,N,N,29.5,4.9,N,N,49.1,5.3,N,N,7.7,2.8,N,N,4.1,3.0,N,N,0.4,0.7,N,N,31835,1206,107342,6405,89.3,1.6,108834,6357,1.6,0.5,79001,24235,0.5,0.6,35047,16954,5.2,1.1,127808,39074,0.0,0.1,-,**,1.4,0.8,39008,22936,1.9,0.8,75447,36374,6.5,1.4,71686,17718,84.3,1.9,110404,6435,19.9,(X),(X),(X),26.5,(X),(X),(X),17.9,(X),(X),(X)
8600000US10016,10016,ZCTA5 10016,27939,856,152088,8552,82.7,2.4,165258,9938,34.0,2.7,20848,3880,17.3,1.9,20401,1455,2.2,0.8,9783,1901,1.0,0.6,5598,4061,8.6,1.3,40567,10334,7656,709,238619,27134,8.5,2.5,63480,29202,30.7,4.9,245222,59844,51.2,5.2,278763,27945,6.6,2.8,94578,41639,2.1,1.4,378062,273022,0.9,0.8,116496,6748,50112,2268,87576,5062,72.1,2.3,94176,6295,3.8,1.2,29571,12185,0.2,0.3,40367,1446,16.4,1.9,86673,10585,0.0,0.1,-,**,4.4,1.5,55118,34205,3.1,0.8,60290,23740,9.3,1.9,53424,12093,66.5,2.3,96663,6720,23.0,(X),(X),(X),28.7,(X),(X),(X),21.8,(X),(X),(X)
8600000US10017,10017,ZCTA5 10017,10117,622,161962,14228,85.9,3.2,166068,13394,35.2,3.9,31921,15320,18.3,3.0,21239,1886,1.8,1.2,11803,5886,0.6,0.4,8989,6168,9.5,2.3,26771,6090,2673,401,250868,32985,7.3,3.3,44152,27202,28.6,7.4,269649,61065,53.9,7.5,289942,52339,10.2,5.2,139710,35430,0.0,1.1,-,**,0.0,1.1,-,**,16278,1135,104324,8514,72.6,3.7,104027,10696,2.8,1.1,42654,18965,0.0,0.2,-,**,22.0,3.4,118402,17734,0.0,0.1,N,N,0.5,0.4,57663,41406,2.0,1.3,61684,24724,6.9,2.1,93502,53024,66.3,3.9,104462,11078,25.3,(X),(X),(X),29.4,(X),(X),(X),23.8,(X),(X),(X)
8600000US10018,10018,ZCTA5 10018,4060,253,141782,14377,89.4,2.3,144821,14287,20.7,4.0,38689,19830,5.2,1.7,11159,3191,2.6,1.4,6902,1942,1.6,1.0,4500,2415,2.6,1.4,12466,1813,932,172,175192,32692,7.6,4.4,N,N,33.4,10.0,N,N,42.5,9.9,N,N,7.8,5.0,N,N,8.0,6.2,N,N,0.6,0.9,N,N,8062,598,76632,7746,55.6,5.0,92150,13549,6.1,2.4,61077,28269,0.7,0.7,11091,1545,30.9,3.8,63339,11152,0.0,0.4,-,**,3.6,2.8,16076,11518,3.2,1.4,46780,30672,17.8,3.9,31019,8925,43.7,4.9,106622,16667,25.9,(X),(X),(X),29.7,(X),(X),(X),22.7,(X),(X),(X)
8600000US10019,10019,ZCTA5 10019,23606,926,137685,7224,81.8,1.8,145975,7234,26.6,2.4,34279,8695,19.0,1.9,18564,1484,3.9,0.9,9052,1362,1.8,0.8,4493,2393,9.0,1.3,46342,20632,6111,581,205116,21276,10.7,3.1,50421,16976,34.3,4.5,212797,54448,43.2,4.4,252993,28180,6.5,2.2,113491,56176,3.9,1.7,209283,67367,1.4,1.3,131532,70627,38752,1743,86447,4560,72.5,2.5,94903,6196,5.5,1.3,43276,10676,0.4,0.3,34477,24418,14.4,1.9,86710,10713,0.1,0.1,N,N,3.8,1.2,33442,10695,3.3,1.3,40215,13695,16.9,1.7,36399,5170,62.5,2.7,103805,6702,24.8,(X),(X),(X),29.3,(X),(X),(X),22.5,(X),(X),(X)
8600000US10020,10020,ZCTA5 10020,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
8600000US10021,10021,ZCTA5 10021,23504,964,204533,14549,82.4,2.2,184393,13345,41.3,2.9,97376,19029,27.3,2.4,21037,1454,1.7,0.8,8485,2819,1.1,0.8,4836,2738,9.8,1.6,52055,18507,8920,986,331252,29194,11.5,3.1,N,N,42.0,5.3,N,N,41.4,5.7,N,N,4.2,2.1,N,N,0.8,0.6,N,N,0.1,0.2,N,N,42142,2403,115478,7820,84.1,3.3,123773,9379,2.0,1.0,87389,38209,0.1,0.1,N,N,9.6,2.8,88277,11795,0.3,0.3,21071,3331,1.9,2.0,19581,17511,2.0,0.8,30504,22734,6.4,2.4,45683,16617,80.1,3.3,126885,9937,30.2,(X),(X),(X),34.4,(X),(X),(X),27.6,(X),(X),(X)
8600000US10022,10022,ZCTA5 10022,17552,739,221140,24860,78.1,2.6,212092,19222,42.7,3.3,89982,26382,32.9,2.9,22081,1730,1.4,0.8,11609,3396,1.1,0.5,7505,2180,16.8,2.2,49397,8379,5958,592,381352,65229,12.0,3.2,N,N,36.9,6.3,N,N,47.5,6.6,N,N,1.6,1.2,N,N,1.1,0.9,N,N,0.9,1.1,N,N,29699,1657,132596,13412,86.1,1.9,140974,15732,1.6,0.7,68392,44722,0.0,0.1,N,N,9.8,1.9,90247,16039,0.0,0.1,-,**,1.1,0.5,53124,19891,1.4,0.5,53769,23176,6.7,1.5,72997,12834,80.6,2.4,145120,16851,25.5,(X),(X),(X),26.9,(X),(X),(X),23.2,(X),(X),(X)
8600000US10023,10023,ZCTA5 10023,32247,1075,185157,11994,80.0,1.9,192865,12120,42.6,2.6,43835,9789,26.2,1.6,20499,1104,1.9,0.7,8214,1755,1.4,0.6,7538,3519,13.4,1.8,36684,5674,12373,761,284709,22368,9.2,2.3,84295,27805,34.6,3.7,286837,42927,47.9,3.8,335759,30274,5.8,2.4,114650,28525,2.0,1.2,319427,122817,0.6,0.6,686190,520657,60762,2275,99916,6009,83.1,1.7,107132,6678,2.8,0.8,46841,18564,0.1,0.1,24535,21546,9.6,1.4,81578,17231,0.0,0.1,N,N,1.7,0.8,29474,11581,2.6,0.9,42954,34528,9.4,1.4,51913,10494,76.7,1.9,110664,6588,22.7,(X),(X),(X),24.3,(X),(X),(X),19.7,(X),(X),(X)
8600000US10024,10024,ZCTA5 10024,28943,890,195208,14850,83.2,1.8,195093,15712,45.8,2.4,48403,7718,24.8,1.7,19450,1182,3.3,1.1,10657,2139,1.1,0.4,6526,3237,11.9,1.6,35760,6720,12985,758,291530,27691,8.0,2.1,99098,34663,35.3,3.9,280701,45723,45.2,3.4,363328,39144,6.2,1.7,146205,25355,3.6,1.7,249980,112938,1.7,1.3,124147,33475,59249,2340,97669,7228,81.3,1.7,107025,7430,6.1,1.0,29636,6125,0.3,0.3,9589,7276,6.2,1.1,107607,49713,0.0,0.1,-,**,1.8,0.5,36491,24819,4.3,1.3,34116,10242,12.2,2.0,45322,9400,73.5,2.2,112755,7973,24.6,(X),(X),(X),29.9,(X),(X),(X),22.8,(X),(X),(X)
8600000US10025,10025,ZCTA5 10025,43607,772,120674,6294,77.1,1.8,131372,7428,30.7,1.9,28300,6214,25.4,1.5,17671,893,5.9,1.0,9256,1348,2.3,0.7,6077,2021,13.1,1.2,30372,3414,19031,999,175239,13098,11.6,2.1,44050,11462,33.4,2.8,124479,14847,40.5,3.6,264882,24889,9.7,1.9,95305,18426,4.0,1.3,260443,91999,0.9,0.5,198806,73954,97373,2914,56151,3067,64.7,2.0,70551,4370,15.5,1.4,21730,2400,0.9,0.9,13266,1594,9.6,1.3,52613,7395,0.0,0.1,N,N,6.2,1.4,15754,3358,3.0,0.6,31616,7417,22.2,1.7,19807,2209,55.8,1.8,77557,4887,28.0,(X),(X),(X),30.9,(X),(X),(X),25.4,(X),(X),(X)
8600000US10026,10026,ZCTA5 10026,14481,384,76406,5433,77.2,2.5,89901,6931,10.1,1.3,17138,7518,17.9,2.0,13905,1006,9.8,1.8,8316,645,4.3,1.3,3653,818,7.6,1.5,14774,3060,7660,472,88835,8736,16.9,2.9,19566,9072,42.3,4.2,65506,8360,23.2,3.5,164286,17429,11.8,2.6,69228,9745,3.0,1.7,262069,175814,2.8,1.4,131913,32060,38372,1973,30904,2314,23.9,2.7,49803,5895,57.4,3.5,23782,2364,0.1,0.1,61330,22403,4.3,1.2,71464,27330,0.0,0.1,-,**,11.2,2.2,14289,3688,3.1,0.9,20762,10728,20.9,2.4,17681,3340,18.9,2.2,55991,6815,36.8,(X),(X),(X),42.7,(X),(X),(X),30.3,(X),(X),(X)
8600000US10027,10027,ZCTA5 10027,22965,543,70220,4756,70.6,2.4,86324,6222,12.2,1.4,16240,4905,20.5,1.7,14672,1002,9.1,1.3,9456,838,5.2,1.1,3880,781,9.1,1.3,25255,4963,11749,596,82930,6744,21.5,3.0,17570,3757,35.2,2.8,52180,5392,25.8,2.7,180633,17927,13.0,2.3,70119,8110,1.3,0.7,188726,98468,3.2,1.1,82318,12920,63057,1917,27977,2162,28.5,2.0,44859,5460,41.7,2.4,22402,2257,0.3,0.2,22244,15269,9.2,1.6,27331,5014,0.1,0.1,N,N,16.3,1.9,14801,1986,3.9,0.8,21496,6968,23.7,2.0,16116,1586,23.6,1.7,49897,6487,36.9,(X),(X),(X),41.8,(X),(X),(X),31.7,(X),(X),(X)
8600000US10028,10028,ZCTA5 10028,24848,828,203702,13659,85.5,2.0,196198,14533,39.4,3.4,62571,11319,25.0,2.2,21379,1622,2.0,0.8,8135,2722,1.0,0.6,5396,2921,10.0,1.5,48096,12536,10437,741,338446,30746,8.0,2.0,N,N,35.1,3.9,N,N,50.4,4.4,N,N,4.2,1.7,N,N,1.8,1.0,N,N,0.5,0.6,N,N,46169,2066,111660,7424,88.4,1.8,115624,8004,1.2,0.5,35247,16927,0.2,0.2,45359,18926,7.1,1.4,104715,28007,0.4,0.5,N,N,0.6,0.3,52489,24882,2.2,0.7,39655,12122,4.7,0.9,47507,10609,84.5,2.0,118591,8432,27.1,(X),(X),(X),32.6,(X),(X),(X),23.9,(X),(X),(X)
8600000US10029,10029,ZCTA5 10029,29198,600,60941,3881,68.8,2.0,71786,5105,11.8,1.3,31708,12047,27.9,1.8,12683,669,14.9,1.5,8274,499,8.2,1.3,3817,502,10.3,1.3,16092,1963,16273,700,68592,6138,21.1,2.4,19352,3355,44.1,2.9,51518,8352,13.1,1.9,179293,29092,16.3,2.0,79827,14938,2.0,0.9,118306,36798,3.4,1.2,85683,12931,77857,2503,25577,1790,32.1,2.1,41034,4490,30.5,2.2,17420,1772,0.2,0.1,15344,8991,8.6,1.1,33043,8429,0.1,0.2,9630,1258,25.6,2.5,13925,1927,2.9,0.6,22234,6226,48.2,2.2,14825,1386,15.1,1.3,66311,7396,43.6,(X),(X),(X),47.3,(X),(X),(X),36.0,(X),(X),(X)
8600000US10030,10030,ZCTA5 10030,12008,381,52572,4127,72.0,2.6,61402,5721,7.3,1.5,24675,17166,19.9,2.0,13101,1046,12.3,2.3,8688,814,6.8,1.7,3853,1166,8.2,1.5,17111,3689,5641,401,59422,7313,15.0,3.5,14022,3951,47.1,5.7,46642,6486,15.5,3.8,138028,36554,16.9,4.5,54773,16365,2.3,1.7,109286,31533,3.2,1.9,67282,18021,29530,1524,23064,1806,13.0,2.4,43561,8878,70.5,3.9,20464,2401,0.5,0.4,4387,2973,2.2,1.1,27303,11785,0.0,0.1,-,**,6.1,1.7,12803,2686,7.7,2.5,20178,8678,22.1,3.4,15999,3400,7.4,1.3,63894,12312,39.6,(X),(X),(X),48.5,(X),(X),(X),32.0,(X),(X),(X)
8600000US10031,10031,ZCTA5 10031,20969,484,56188,3593,78.5,1.9,62336,3883,7.4,1.3,13606,6715,23.1,1.7,11268,631,11.4,1.6,8075,688,4.6,1.0,3715,826,9.4,1.4,16092,2463,10808,644,61424,5726,13.2,2.9,14802,2345,43.7,4.7,45815,9171,15.1,2.6,132031,27016,19.8,2.8,59996,6163,2.2,1.0,113949,20588,6.0,1.7,85375,14993,58912,2222,22954,1468,27.6,2.4,29956,2515,34.1,2.1,24858,2870,0.4,0.3,16220,7755,2.5,0.7,41099,14183,0.1,0.1,N,N,18.4,2.5,13894,1597,16.9,2.3,14918,2698,53.3,2.4,14197,1022,14.1,1.5,43365,4143,34.7,(X),(X),(X),39.1,(X),(X),(X),28.7,(X),(X),(X)
8600000US10032,10032,ZCTA5 10032,19821,430,49670,2676,74.6,2.5,55024,3486,9.7,1.4,5526,1488,30.6,2.4,12030,761,15.9,2.0,7867,498,5.4,1.2,2887,696,10.1,1.6,15945,2719,10598,501,52276,3597,14.3,2.7,21761,3028,39.1,4.1,45084,6740,11.5,2.7,93146,16965,21.8,3.6,48210,5316,5.0,1.7,93169,13013,8.4,2.9,67954,8222,59069,2368,19137,1168,29.8,2.9,24542,2883,21.8,2.3,21325,2406,1.1,0.9,4899,2999,3.4,0.9,32781,6432,0.0,0.1,-,**,36.4,3.3,13793,1076,7.5,1.9,12991,3075,66.7,2.5,13762,894,11.9,1.3,39027,4819,36.9,(X),(X),(X),40.7,(X),(X),(X),28.7,(X),(X),(X)
8600000US10033,10033,ZCTA5 10033,19595,396,65125,4064,80.3,2.1,69811,4520,12.6,1.4,14634,4547,25.0,2.0,14008,758,11.7,1.9,8028,789,3.5,0.8,2436,776,9.3,1.5,15242,2653,11956,569,68712,4842,13.2,2.4,27798,5542,34.3,3.7,46144,4811,20.6,2.6,127889,15514,18.1,3.0,53136,6732,4.2,1.4,110126,21574,9.7,2.0,89200,18419,60520,2221,23976,1458,41.7,2.7,31921,2966,8.6,1.4,25707,5179,0.4,0.4,11030,5334,2.7,0.8,31815,6614,0.1,0.1,5225,408,41.2,3.0,15655,1616,5.3,1.2,20564,5049,69.3,1.5,15908,1084,21.8,1.5,46008,4547,40.6,(X),(X),(X),44.7,(X),(X),(X),33.1,(X),(X),(X)
8600000US10034,10034,ZCTA5 10034,15252,285,58725,3312,81.2,2.3,62728,3748,11.4,1.4,8444,3939,23.7,2.2,12357,1071,11.1,1.6,8211,549,3.9,1.1,3934,1190,9.9,1.4,17391,3172,9051,452,59249,4780,11.4,2.4,22861,5789,35.7,4.1,38964,4021,23.6,3.5,103678,14919,18.1,3.1,48999,7703,4.3,1.6,104944,25746,6.8,1.8,70711,11280,42672,1750,22776,1462,36.2,3.2,34614,3251,7.9,1.6,22829,3602,0.8,0.5,23569,14447,2.0,0.7,54394,28605,0.4,0.6,3940,4286,47.5,3.5,12792,978,5.2,1.1,21076,4862,76.1,1.8,14612,1008,15.9,1.4,55320,4361,35.3,(X),(X),(X),41.2,(X),(X),(X),28.2,(X),(X),(X)
8600000US10035,10035,ZCTA5 10035,13129,457,46813,3383,62.7,3.0,63897,4750,5.2,1.1,7893,3459,22.7,2.2,12218,828,18.7,2.3,8851,556,7.1,1.5,3406,776,6.5,1.5,14002,3273,6534,392,53948,5214,23.4,4.7,13487,2429,39.9,4.3,42367,5240,15.5,3.6,116910,21557,12.2,2.9,62044,9457,3.5,1.9,96370,33680,5.5,2.0,87953,24312,34760,2000,19691,1383,21.4,2.5,28034,3133,41.5,3.0,20103,2644,0.5,0.4,3256,2608,4.5,1.0,26344,5698,0.0,0.1,-,**,28.6,3.4,12618,1928,3.4,0.9,15031,5576,45.5,2.7,14033,1771,10.8,1.5,37552,5455,38.0,(X),(X),(X),38.8,(X),(X),(X),30.6,(X),(X),(X)
8600000US10036,10036,ZCTA5 10036,14534,602,113730,7233,81.5,2.5,127438,8397,28.1,3.3,13473,5206,16.3,2.2,14841,1676,3.9,1.0,8643,1169,1.9,1.0,3961,1643,6.6,1.6,14309,3270,2990,413,161019,22518,5.3,2.7,41125,26002,29.0,6.4,116034,44689,49.8,6.4,212280,34953,10.0,4.0,115037,41691,3.0,2.2,175111,130240,2.8,2.7,92375,33981,24127,1243,72435,4570,66.9,3.4,77974,6335,7.4,1.5,27791,7159,0.2,0.2,34142,31312,17.3,2.8,85599,13427,0.0,0.1,-,**,5.1,2.0,33696,12435,3.1,1.1,52634,19662,17.0,2.6,37234,6198,56.7,3.2,84412,7076,19.7,(X),(X),(X),22.1,(X),(X),(X),18.7,(X),(X),(X)
8600000US10037,10037,ZCTA5 10037,9040,338,48731,3820,68.4,3.5,56809,5424,6.2,1.6,8706,5218,27.9,2.9,13751,1092,8.9,2.5,9565,1703,3.4,1.3,2728,1377,17.5,2.6,20366,3884,3541,317,55526,8846,20.6,5.7,N,N,52.7,6.5,N,N,10.0,3.3,N,N,14.2,4.4,N,N,1.6,1.6,N,N,0.8,0.9,N,N,18041,1267,25736,2228,10.7,2.1,40044,12728,73.8,4.3,24345,2067,0.2,0.2,N,N,3.1,1.7,32876,17818,0.1,0.1,N,N,6.6,2.5,14466,6374,5.7,2.7,23345,9915,21.6,3.2,16484,3402,6.0,1.3,54707,17619,30.8,(X),(X),(X),34.9,(X),(X),(X),26.3,(X),(X),(X)
8600000US10038,10038,ZCTA5 10038,9578,339,121805,13574,76.9,2.4,141608,15750,26.0,3.5,19650,15232,23.3,2.6,14073,1093,8.4,2.0,7889,1092,4.0,1.2,4968,1701,8.9,1.8,22341,5132,4161,331,121417,17225,20.1,3.7,38655,9101,33.2,4.9,94496,22220,32.8,5.0,186620,35958,9.0,3.5,174182,116207,3.0,1.6,129169,53314,1.9,1.6,82249,25079,20997,928,59309,6894,49.4,3.7,81957,15328,6.0,1.6,50951,24317,1.7,1.6,9225,10897,33.1,3.1,41118,8951,0.0,0.1,-,**,8.0,2.4,18375,5618,1.7,0.8,28713,11799,16.3,2.7,25282,4907,41.8,3.5,91239,17296,30.0,(X),(X),(X),32.9,(X),(X),(X),27.3,(X),(X),(X)
8600000US10039,10039,ZCTA5 10039,10367,411,46959,3093,71.6,3.5,52952,4063,7.8,2.0,2925,1578,23.7,2.9,14616,1337,13.4,2.6,8189,642,9.7,2.3,3077,911,11.9,2.8,20598,3472,5544,416,48705,3988,20.7,4.7,20715,4235,48.3,5.7,36360,3860,13.0,3.4,118135,23500,11.1,3.2,56535,11241,3.7,2.3,81162,18829,3.2,1.9,69398,13559,25952,1541,20185,1323,13.9,2.6,33927,7301,65.0,4.3,18934,1369,0.7,0.6,15912,7780,2.3,1.4,28260,16420,0.0,0.1,-,**,15.0,3.4,10652,2225,3.1,0.9,25829,8074,31.3,3.3,12774,1707,6.1,1.0,59414,13304,37.1,(X),(X),(X),40.2,(X),(X),(X),32.2,(X),(X),(X)
8600000US10040,10040,ZCTA5 10040,15887,339,62395,3731,82.7,2.3,65091,3902,10.7,1.4,12680,6918,25.3,2.4,13879,953,8.8,1.6,7869,597,2.9,0.9,3211,1081,10.7,1.8,17879,3092,9035,540,66878,4518,8.4,2.0,27115,9664,38.2,3.5,45590,5839,22.8,2.9,118118,14725,19.5,3.4,58653,6531,4.5,1.9,81761,14663,6.7,2.2,77663,12824,45278,1818,24468,1291,38.3,3.1,35246,3126,9.9,1.8,24225,3078,0.8,0.8,29158,9901,2.4,0.6,32462,9009,0.0,0.1,-,**,44.2,3.0,14933,1353,4.5,1.3,21872,5212,71.2,2.2,16852,1142,19.7,1.7,49564,4969,40.7,(X),(X),(X),49.0,(X),(X),(X),30.7,(X),(X),(X)
8600000US10044,10044,ZCTA5 10044,4712,280,112172,11281,86.0,4.2,116573,12442,20.3,5.7,19333,11273,16.4,5.1,21971,5493,6.9,4.0,8086,2265,1.9,1.3,5645,3378,7.2,3.6,28672,12353,2423,298,134678,15241,6.9,5.0,N,N,39.7,9.3,N,N,37.4,8.6,N,N,11.6,5.7,N,N,0.6,1.0,N,N,3.8,3.2,N,N,12050,927,46709,5146,55.8,4.0,53446,8450,14.1,3.1,25418,10870,0.5,0.8,N,N,22.7,4.0,48227,12920,0.0,0.2,-,**,3.1,1.8,32128,8957,3.8,1.9,35404,11150,15.7,4.4,24543,5768,44.2,4.0,60950,9544,22.1,(X),(X),(X),27.9,(X),(X),(X),18.0,(X),(X),(X)
8600000US10065,10065,ZCTA5 10065,17396,665,202954,15557,81.5,1.9,200596,17224,38.8,2.5,70981,14198,24.3,2.3,21707,1282,1.6,0.6,8421,2255,0.8,0.5,7972,6840,9.7,1.6,47908,8187,6744,591,342864,36604,8.1,2.3,N,N,35.6,4.7,N,N,48.4,4.2,N,N,5.7,2.4,N,N,1.5,1.2,N,N,0.6,0.6,N,N,31761,1680,113444,7480,87.4,2.0,118856,8575,3.0,1.2,54403,25277,0.1,0.1,70409,47453,7.2,1.3,91408,21747,0.0,0.1,N,N,0.5,0.3,40983,6959,1.7,0.8,59250,28355,5.5,1.5,73568,21187,82.4,2.5,121337,9041,27.7,(X),(X),(X),30.4,(X),(X),(X),24.1,(X),(X),(X)
8600000US10069,10069,ZCTA5 10069,2820,457,231506,40209,91.0,4.4,230004,35478,38.2,10.0,44354,29624,9.5,4.1,13271,3582,2.3,2.7,9723,217,0.9,1.5,10392,8,6.0,3.6,50356,37746,1418,406,307765,66679,3.0,3.5,N,N,34.3,16.4,N,N,62.1,15.8,N,N,0.6,1.0,N,N,0.0,2.1,N,N,0.0,2.1,N,N,5523,1052,118923,21471,75.9,7.3,117223,23546,2.8,3.5,216380,471299,0.0,0.5,-,**,18.4,6.1,121289,29331,0.0,0.5,-,**,0.9,1.4,N,N,2.0,2.0,58509,56974,2.3,1.9,58980,33044,74.1,7.5,118730,24317,13.1,(X),(X),(X),9.8,(X),(X),(X),14.1,(X),(X),(X)
